q_id,image_id,question,answer,full_answer
11956511,2402513,Is there a sheep in the grass?,yes,"Yes, there is a sheep in the grass."
02644909,2395420,What is the man to the left of the woman wearing?,hat,The man is wearing a hat.
10724058,2356061,Do the umbrellas that are to the left of the other umbrella look open?,no,"No, the umbrellas are closed."
18436999,2356533,Are the bandana and the potato the same color?,no,"No, the potato is red and the bandana is black."
06892397,2347273,Are there either any towels or blankets that are blue?,yes,"Yes, the towel is blue."
07893551,2379904,On which side of the picture is the painting?,right,The painting is on the right of the image.
02452504,2339686,Which color are the trousers the boy is wearing?,black,The trousers are black.
16885969,2377210,Are there both lettuce and salad in this scene?,yes,"Yes, there are both lettuce and salad."
05642070,2315583,"On which side is the lemon, the left or the right?",right,The lemon is on the right of the image.
13236979,2393672,Are there any strollers or bikes?,yes,"Yes, there are bikes."
10174141,2408273,"On which side is the sack, the left or the right?",left,The sack is on the left of the image.
10439312,1034,What do you think is the croissant to the left of the cinnamon roll lying on top of?,tray,The croissant is lying on top of the tray.
18792977,2374553,Is the color of the tennis racket the same as the screen?,no,"No, the screen is yellow and the tennis racket is blue."
04260113,2351350,What meat is on top of the counter?,bacon,The meat is bacon.
16657115,2350454,Do you see any people to the left of the spectator that is on the left side?,no,"No, the people are to the right of the spectator."
15641736,2353808,Is the controller in the bottom part or in the top of the picture?,bottom,The controller is in the bottom of the image.
08729375,2362404,What kind of vegetable is to the right of the fork?,tomato,The vegetable is a tomato.
12599299,2357147,Is the desk to the right or to the left of the bed?,right,The desk is to the right of the bed.
1452577,2373016,Who is wearing the shirt?,man,The man is wearing a shirt.
02887078,2362778,Are there any cats or hippoes that are black?,yes,"Yes, the hippo is black."
00938544,2387435,What's the man on?,bench,The man is on the bench.
19257304,2342135,What kind of food is in the bowl to the left of the cheese?,salad,The food is salad.
141003496,2319179,What animal is green?,giraffe,The animal is a giraffe.
16155773,2389625,What is the food to the left of the vegetable in the middle?,mushroom,The food is a mushroom.
121022321,2329555,Does the bench look brown or blue?,brown,The bench is brown.
07673954,2370526,On which side are the small trees?,right,The palm trees are on the right of the image.
051070384,2402499,Does he wear goggles?,no,"No, the man wears jeans."
03116181,2373648,Does the rope to the right of the fence hold a rhino?,no,"No, the rope holds the elephant."
03500595,2378716,Are there any cabinets to the left of the drawers that are in the bottom of the image?,no,"No, there is a plate to the left of the drawers."
16172727,2349917,What color is the scarf?,pink,The scarf is pink.
07316064,2323250,What kind of animal is to the right of the cell phone?,dog,The animal is a dog.
09576890,2409146,Is there a plate to the left of the food with the cheese?,no,"No, there is a fork to the left of the pizza."
17963363,713710,What does that girl sit on?,motorcycle,The girl sits on the motorbike.
16797618,2402280,What cooking utensil is to the left of the knives?,pan,The cooking utensil is a pan.
18150767,2359616,What vegetable is to the left of the onion ring?,tomato,The vegetable is a tomato.
171028170,2387844,Do you see either any cars or fences that are gray?,yes,"Yes, the fence is gray."
02294036,2400515,What's the pole in front of?,bush,The pole is in front of the bush.
06357640,2352711,Do you see red letters or numbers?,no,"No, there are letters but they are gray."
00672435,2413551,How is the weather?,cloudy,It is cloudy.
09765886,2339621,"What kind of device is open, the laptop computer or the monitor?",laptop,The laptop computer is open.
08722132,2379386,How is the weather?,foggy,It is foggy.
05300872,2406056,On which side of the image is the drawer?,left,The drawer is on the left of the image.
08793140,2317679,What kind of animal is walking?,giraffe,The animal is a giraffe.
03360989,2321079,What color is the jacket?,maroon,The jacket is maroon.
09858771,2394708,Is the tail black and white or rainbow colored?,black and white,The tail is black and white.
01378379,2378571,Which kind of vegetable is to the right of the spinach?,tomato,The vegetable is a tomato.
1995661,2359145,What food is the person to the right of the napkin cutting?,pizza,The person is cutting the pizza.
00620136,2376415,Are there both ties and glasses in the photo?,no,"No, there is a tie but no glasses."
19485500,2404732,What is the young child holding?,napkin,The child is holding the napkin.
04897761,2399887,Who is holding the pole?,skier,The skier is holding the pole.
13416656,2412849,Which place is it?,walkway,It is a walkway.
18590658,2414411,What is the man to the right of the car wearing?,hat,The man is wearing a hat.
10916227,2329159,What color is the shirt the lady is wearing?,green,The shirt is green.
11982730,2386094,Which kind of animal is not adult?,ostrich,The animal is an ostrich.
10291608,2320053,Which side of the photo is the clock on?,right,The clock is on the right of the image.
16308067,2377613,Which kind of clothing is dark?,pants,The clothing is pants.
16372445,2396305,What piece of furniture is large?,sofa,The piece of furniture is a sofa.
096964,2331489,What piece of furniture is made of wood?,desk,The piece of furniture is a desk.
05868328,2358157,What color is the pepper on the right of the picture?,green,The pepper is green.
19377782,2410888,On which side of the picture is the man?,right,The man is on the right of the image.
09580477,2399043,What is in front of the cat that is black and brown?,fan,The fan is in front of the cat.
15116027,2322990,Are there any peppers in the photo?,yes,"Yes, there is a pepper."
14389958,2410976,"How does that shirt look, dotted or striped?",dotted,The shirt is dotted.
05983565,2357234,Where are the trees?,forest,The trees are in the forest.
10642102,2330115,Who is riding?,man,The man is riding.
12328158,2407982,What type of bird is to the left of the bag that is behind the man?,pigeon,The bird is a pigeon.
09325542,2343400,Is the elephant in the top?,yes,"Yes, the elephant is in the top of the image."
15490421,2318761,What is the name of the piece of furniture in the kitchen?,drawer,The piece of furniture is a drawer.
06571627,2388575,Are there any breads to the left of the cup in the middle?,no,"No, the bread is to the right of the cup."
10515265,2413491,Are there both cars and windows in this image?,no,"No, there is a window but no cars."
15704984,2345284,Is the shelf on the right side or on the left of the image?,right,The shelf is on the right of the image.
08654484,2364820,What is the airplane in?,air,The plane is in the air.
01759867,2381051,Is the car to the left or to the right of the happy person?,right,The car is to the right of the person.
12285647,2345297,What color does the adult zebra have?,black,The zebra has black color.
02941899,2343015,Do you see either a fence or an elephant in the image?,yes,"Yes, there is an elephant."
04139578,1982,Which kind of device is to the right of the mirror?,hair dryer,The device is a hair dryer.
09327911,2353556,What color do you think is the shirt of the man?,red,The shirt is red.
03125454,2381022,What is the zebra in front of?,post,The zebra is in front of the post.
07609536,2320150,What animal is in front of the trees?,elephant,The elephant is in front of the trees.
11211968,2394151,Which kind of appliance is old?,refrigerator,The appliance is a refrigerator.
02809087,2406284,What is the device that is to the left of the bookcase?,computer,The device is a computer.
01720163,2404446,Who is skiing?,woman,The woman is skiing.
07743193,2392551,Who is dressed in white?,boy,The boy is dressed in white.
0385583,1160160,Who is the window before?,man,The window is in front of the man.
16157816,2325719,Which color is the device that is sitting on top of the desk?,silver,The laptop is silver.
05872120,2409955,Does the plate look white and square?,no,"No, the plate is white but round."
04656865,2382767,What animal is it?,horse,The animal is a horse.
18842982,2375524,Is the motorcycle carrying a bag?,yes,"Yes, the motorcycle is carrying a bag."
01393792,2405396,Which kind of animal is sitting on the decoration?,bird,The animal is a bird.
1966398,2317935,Is the man on the right of the picture?,yes,"Yes, the man is on the right of the image."
07315319,2389292,Is the bird in the top or in the bottom part?,bottom,The bird is in the bottom of the image.
15848865,2363363,What is in the cup?,brush,The brush is in the cup.
18221778,2411444,Which place is it?,field,It is a field.
18515734,498199,What is the color of the window next to the building?,dark,The window is dark.
